file,text_cleaned,text_lemm,text_stem,field
2018-70199-18," Система  информационно-измерительная  «Автоматизированная  система  оперативного учета  нефти  ООО  «Транснефть -  Балтика»  (далее -  АСОУН)  предназначена  для  измерения массы  нефти,  оперативного  учета  нефти  и  формирования  баланса  нефти  по  технологическим участкам,  районным  нефтепроводным  управлениям  (далее - РНУ)  и  по  ООО  «Транснефть - Балтика» в целом.  ",система информационно измерительный автоматизированный система оперативный учёт нефть ооо транснефть балтика далее [UNK] предназначить для измерение масса нефть оперативный учёт нефть и формирование [UNK] нефть по технологический участок [UNK] [UNK] управление далее рну и по ооо транснефть балтика в целое,систем информацион измерительн автоматизирова систем оперативн учет нефт оо транснефт балтик дал [UNK] предназнач для измерен масс нефт оперативн учет нефт и формирован [UNK] нефт по технологическ участк район [UNK] управлен дал рну и по оо транснефт балтик в цел,качество и масса нефти
2018-70200-18," Система  информационно-измерительная  «Автоматизированная  система  оперативного учета нефти АО «Транснефть - Дружба» (далее - АСОУН) предназначена для измерения массы нефти,  оперативного  учета  нефти  и  формирования  баланса  нефти  по  технологическим участкам,  районным  нефтепроводным  управлениям  (далее - РНУ)  и  по  АО «Транснефть - Дружба» в целом.  ",система информационно измерительный автоматизированный система оперативный учёт нефть ао транснефть дружба далее [UNK] предназначить для измерение масса нефть оперативный учёт нефть и формирование [UNK] нефть по технологический участок [UNK] [UNK] управление далее рну и по ао транснефть дружба в целое,систем информацион измерительн автоматизирова систем оперативн учет нефт а транснефт дружб дал [UNK] предназнач для измерен масс нефт оперативн учет нефт и формирован [UNK] нефт по технологическ участк район [UNK] управлен дал рну и по а транснефт дружб в цел,качество и масса нефти
2018-70226-18," Хроматографы ионные Dionex Aquion (далее -  хроматографы) предназначены для измерения содержания компонентов ионной природы (анионов и катионов), а также соединений, которые могут быть переведены в ионную форму (кислоты, амины, гидразины и др.) и других неоргани-ческих  и  органических  соединений  в  соответствии  с  аттестованными  методиками  измерений при использовании в сфере государственного регулирования обеспечения единства измерений.  ",хроматограф ионный далее хроматограф предназначить для измерение содержание компонент ионный [UNK] [UNK] и [UNK] а также соединение [UNK] мочь быть [UNK] в ионный форма [UNK] [UNK] [UNK] и др и других [UNK] ческих и органический соединение в соответствие с аттестованными методика измерение при использование в сфера государственный регулирование обеспечение [UNK] измерение,хроматограф ион дал хроматограф предназнач для измерен содержан компонент ион [UNK] [UNK] и [UNK] а такж соединен котор могут быт [UNK] в ион форм [UNK] [UNK] [UNK] и др и друг [UNK] ческ и органическ соединен в соответств с аттестова методик измерен при использован в сфер государствен регулирован обеспечен [UNK] измерен,
2018-70253-18, Система  измерительная  расхода  и  количества  пара  для  КГПТО  ОАО «ТАИФ-НК»  от  филиала  ОАО  «ТГК-16»  Нижнекамская  ТЭЦ  (ПТК-1)  (далее -  ИС)  предназначена  для измерений массового расхода и массы перегретого пара. ,система измерительный [UNK] и количество пар для [UNK] оао таиф нк от филиал оао тгк [UNK] тэц [UNK] далее ис предназначить для измерение массовый расход и масса перегретый пар,систем измерительн расход и количеств пар для [UNK] оа таиф нк от филиа оа тгк нижнекамск тэц [UNK] дал ис предназнач для измерен массов расход и масс перегрет пар,
2018-70320-18," Система  автоматизированная  информационно-измерительная  коммерческого  учета электроэнергии (АИИС КУЭ) ЕНЭС ПС 500 кВ «Ново-Анжерская» ВЛ 110 кВ Ново-Анжерская - Троицкая I цепь, ВЛ 110 кВ Ново-Анжерская - Троицкая II цепь (далее по тексту - АИИС КУЭ) предназначена  для  измерения  активной  и  реактивной  электроэнергии,  сбора,  обработки, хранения и передачи полученной информации. Полученные  данные  и  результаты  измерений  могут  использоваться  для  оперативного управления энергопотреблением на ПС 500 кВ «Ново-Анжерская» ПАО «ФСК ЕЭС». ",система автоматизировать информационно измерительный коммерческий учёт электроэнергия аиис куэ енэс пс кв ново анжерский вл кв ново анжерский [UNK] цепь вл кв ново анжерский [UNK] цепь далее по текст аиис куэ предназначить для измерение активный и реактивный электроэнергия сбор обработка хранение и передача получить информация получить данные и результат измерение мочь использоваться для оперативный управление энергопотребление на пс кв ново анжерский пао фск еэс,систем автоматизирова информацион измерительн коммерческ учет электроэнерг аиис куэ енэс пс кв нов анжерск вл кв нов анжерск троицк цеп вл кв нов анжерск троицк цеп дал по текст аиис куэ предназнач для измерен активн и реактивн электроэнерг сбор обработк хранен и передач получен информац получен дан и результат измерен могут использова для оперативн управлен энергопотреблен на пс кв нов анжерск па фск еэс,коммерческий учет электроэнергии 2
2018-70357-18," Счетчики  холодной  и  горячей  воды  турбинные  «Смарт  Митер»  (далее  счетчики)  предназначены  для  измерений  объёма  холодной  питьевой  по  СанПиН 2.1.4.1074-01  и  сетевой воды  по  СНиП 41-02-2003,  протекающей  в  подающих  или  обратных  трубопроводах  закрытых  и  открытых  систем  теплоснабжения,  системах  холодного  и  горячего  водоснабжения  в  жилых домах, а также в других промышленных зданиях. ",счётчик холодный и горячий вода турбинный [UNK] [UNK] далее счётчик предназначить для измерение объ ма холодный питьевой по санпин и сетевой вода по снип протекать в [UNK] или обратный трубопровод закрыть и открытый система теплоснабжение система холодный и горячий водоснабжение в жилой дом а также в других промышленный здание,счетчик холодн и горяч вод турбин [UNK] [UNK] дал счетчик предназнач для измерен об ма холодн питьев по санпин и сетев вод по снип протека в [UNK] ил обратн трубопровод закрыт и открыт сист теплоснабжен систем холодн и горяч водоснабжен в жил дом а такж в друг промышлен здан,теплосчетчики для воды
2018-70422-18," Мерники  металлические  технические 1- го  класса  ММВ,  ММГ  предназначены  для измерений объема спирта, водно-спиртовых растворов и других неагрессивных жидкостей. ",[UNK] металлический технический го класс [UNK] [UNK] предназначить для измерение объём [UNK] [UNK] [UNK] раствор и других неагрессивный жидкость,[UNK] металлическ техническ го класс [UNK] [UNK] предназнач для измерен объем [UNK] водн [UNK] раствор и друг неагрессивн жидкост,
2018-70444-18," Автоцистерна АЦ-9,1, является транспортной мерой полной вместимости и предназначен для  транспортирования  и  кратковременного  хранения  нефтепродуктов  плотностью  от 700  до 860 кг/м3. ",[UNK] [UNK] являться транспортный мера полный [UNK] и предназначить для транспортирование и кратковременный хранение нефтепродукт плотность от до [UNK] м,[UNK] [UNK] явля транспортн мер полн [UNK] и предназнач для транспортирован и кратковремен хранен нефтепродукт плотност от до [UNK] м,
2018-70578-18, Трансформаторы  тока  измерительные SATEC HACS  ( далее - трансформаторы SATEC HACS)  предназначены  для  формирования  измерительного  сигнала  о  значении  силы  тока  в силовой цепи переменного тока.  ,трансформатор ток измерительный далее трансформатор предназначить для формирование измерительный сигнал о значение сила ток в силовой цепь переменный ток,трансформатор ток измерительн дал трансформатор предназнач для формирован измерительн сигна о значен сил ток в силов цеп перемен ток,трансформаторы
2018-70580-18," Система  измерительная  АСУТП  коммерческого  учета  ШФЛУ тит. 074/1 АО «ТАНЕКО»  (далее -  ИС)  предназначена  для  измерений  параметров  технологического процесса в реальном масштабе времени (давления, температуры, массового расхода). ",система измерительный асутп коммерческий учёт [UNK] [UNK] ао [UNK] далее ис предназначить для измерение параметр технологический процесс в реальный масштаб время давление температура массовый расход,систем измерительн асутп коммерческ учет [UNK] [UNK] а [UNK] дал ис предназнач для измерен параметр технологическ процесс в реальн масштаб времен давлен температур массов расход,
2018-70677-18, Система  измерений  количества  и  показателей  качества  нефти  на  УПН-1  (цех  № 2). Возврат нефти с установки (далее -  СИКН) предназначена для автоматизированных измерений массы и показателей качества нефти. ,система измерение количество и показатель качество нефть на [UNK] цех [UNK] нефть с установка далее сикн предназначить для автоматизированный измерение масса и показатель качество нефть,систем измерен количеств и показател качеств нефт на [UNK] цех [UNK] нефт с установк дал сикн предназнач для автоматизирова измерен масс и показател качеств нефт,качество и масса нефти
2018-70742-18," Шаблоны сварщика универсальные УШС-3 (далее по тексту -  шаблоны) предназначены для  измерений  глубины  дефекта  шва,  высоты  усиления  стыкового  шва,  высоты  притупления, ширины  шва,  углов  разделки,  зазора  между  свариваемыми  деталями;  для  контроля  ширины пазов, определения диаметра электродов.  ",шаблон [UNK] универсальный [UNK] далее по текст шаблон предназначить для измерение глубина дефект шов высота [UNK] [UNK] шов высота [UNK] ширина шов угол [UNK] [UNK] между [UNK] деталь для контроль ширина [UNK] определение диаметр электрод,шаблон [UNK] универсальн [UNK] дал по текст шаблон предназнач для измерен глубин дефект шва высот усилен [UNK] шва высот [UNK] ширин шва угл [UNK] [UNK] межд [UNK] детал для контрол ширин [UNK] определен диаметр электрод,
2018-70757-18," Измерители  статических  и  динамических  параметров  микросхем  КВК.  ДИЦ.  Э-16-001 (далее -  измерители)  предназначены  для  контроля  и  измерений  статических  (уровней выходного  напряжения,  выходных  токов,  токов  потребления,  токов  утечек,  входных  токов  по ГОСТ 18683.2-83)  и  динамических  (времени  задержки  распространения  сигнала,  время переключения  при  задании  управляющих  сигналов,  время  перехода  в  высокоимпедансное состояние  и  обратно  по  ГОСТ 18683.2-83)  параметров  интегральных  микросхем  в  условиях серийного  и  массового  производства  на  межоперационном  и  выходном  контроле  приборов  в корпусах и на пластинах при ручной и автоматической загрузке и выгрузке. ",измерители статический и динамический параметр [UNK] [UNK] [UNK] э далее измеритель предназначить для контроль и измерение статический уровень выходной напряжение выходной ток ток потребление ток [UNK] входной ток по гост и динамический время [UNK] [UNK] сигнал время [UNK] при [UNK] управлять сигнал время [UNK] в [UNK] состояние и [UNK] по гост параметр интегральный [UNK] в условие [UNK] и массовый производство на [UNK] и выходной контроль прибор в корпус и на [UNK] при ручной и автоматический [UNK] и [UNK],измерител статическ и динамическ параметр [UNK] [UNK] [UNK] э дал измерител предназнач для контрол и измерен статическ уровн выходн напряжен выходн ток ток потреблен ток [UNK] входн ток по гост и динамическ времен [UNK] [UNK] сигна врем [UNK] при [UNK] управля сигнал врем [UNK] в [UNK] состоян и обратн по гост параметр интегральн [UNK] в услов [UNK] и массов производств на [UNK] и выходн контрол прибор в корпус и на [UNK] при ручн и автоматическ [UNK] и [UNK],
2018-70777-18, Система  измерений  количества  и  показателей  качества  нефти  на  УСН-4/1  (цех  № 1). Возврат нефти с установки (далее -  СИКН) предназначена для автоматизированных измерений массы и показателей качества нефти. ,система измерение количество и показатель качество нефть на [UNK] цех [UNK] нефть с установка далее сикн предназначить для автоматизированный измерение масса и показатель качество нефть,систем измерен количеств и показател качеств нефт на [UNK] цех [UNK] нефт с установк дал сикн предназнач для автоматизирова измерен масс и показател качеств нефт,качество и масса нефти
2018-70843-18," Уровнемеры  импульсные  радарные Pulsar R86  и Pulsar R96  ( далее -  уровнемеры) предназначены для измерений уровня жидких сред и вычисление объёма в различных отраслях промышленности, в том числе и во взрывоопасных зонах. ",уровнемер импульсный [UNK] и далее уровнемер предназначить для измерение уровень жидкий среда и вычисление объ ма в различный отрасль промышленность в тот число и во взрывоопасный зона,уровнемер импульсн [UNK] и дал уровнемер предназнач для измерен уровн жидк сред и вычислен об ма в различн отрасл промышлен в том числ и во взрывоопасн зон,
2018-71001-18," Резервуары  стальные  вертикальные  цилиндрические  РВС-20000  предназначены  для измерения объема при приеме, хранении и отпуске нефти и нефтепродуктов. ",резервуар стальной вертикальный цилиндрический рвс предназначить для измерение объём при приём хранении и отпуск нефть и нефтепродукт,резервуар стальн вертикальн цилиндрическ рвс предназнач для измерен объем при прием хранен и отпуск нефт и нефтепродукт,резервуары для нефти
2018-71099-18," Резервуары  стальные  вертикальные  цилиндрические  РВС-3000  (далее -  резервуары) предназначены  для  измерения  объёма  сырого  рассола,  а  также  для  его  приема,  хранения  и отпуска.  ",резервуар стальной вертикальный цилиндрический рвс далее резервуар предназначить для измерение объ ма сырой [UNK] а также для его приём хранение и отпуск,резервуар стальн вертикальн цилиндрическ рвс дал резервуар предназнач для измерен об ма сыр [UNK] а такж для ег прием хранен и отпуск,резервуары для нефти
2018-71127-18," Резервуар  стальной  вертикальный  цилиндрический  РВС-2000  предназначен  для измерений объёма нефти и нефтепродуктов, а также для их приема, хранения и отпуска. ",резервуар стальной вертикальный цилиндрический рвс предназначить для измерение объ ма нефть и нефтепродукт а также для их приём хранение и отпуск,резервуар стальн вертикальн цилиндрическ рвс предназнач для измерен об ма нефт и нефтепродукт а такж для их прием хранен и отпуск,резервуары для нефти
2018-71151-18, Система  измерительная  массового  расхода  и  массы  бензина  газового  стабильного (БГС)  цеха  № 07  ЗБ  ОАО «ТАИФ-НК»  (далее  -  ИС)  предназначена  для  измерений  массового расхода (массы) бензина газового стабильного (далее - бензин). ,система измерительный массовый расход и масса бензин газовый [UNK] [UNK] цех зб оао таиф нк далее ис предназначить для измерение массовый расход масса бензин газовый [UNK] далее бензин,систем измерительн массов расход и масс бензин газов стабильн [UNK] цех зб оа таиф нк дал ис предназнач для измерен массов расход масс бензин газов стабильн дал бензин,
2018-71222-18, Твердомеры  Бринелля  EASY  3000  (далее  -  твердомеры)  предназначены  для  измерений твердости металлов и сплавов по шкалам Бринелля в соответствии с ГОСТ 9012-59. ,твердомер бринелля далее твердомер предназначить для измерение твёрдость металл и сплав по шкалам бринелля в соответствие с гост,твердомер бринелл дал твердомер предназнач для измерен твердост металл и сплав по шкал бринелл в соответств с гост,твердомеры
2018-71223-18," Барьеры  изолирующие  серий  AMG1000,  AM1000,  AM2000  (далее  -  барьеры) предназначены  для  преобразований измерительных  и  управляющих электрических  сигналов и физических  величин  (силы  и  напряжения  постоянного  тока,  электрического  сопротивления постоянному  току  и  частоты  импульсов  электрического  напряжения),  поступающих  от измерительных  преобразователей,  управляющих  устройств,  других  источников  сигналов  и передачи  изолированных  сигналов  из  одной  части  измерительного  канала  (далее  -  ИК)  или управляющего канала (далее - УК) в другую. ",барьер [UNK] серия далее барьер предназначить для преобразование измерительный и управлять электрический сигнал и физический величина сила и напряжение постоянный ток электрический сопротивление постоянный ток и частота импульс электрический напряжение поступать от измерительный преобразователь управлять устройство других источник сигнал и передача [UNK] сигнал из один часть измерительный канал далее ик или [UNK] канал далее ук в [UNK],барьер [UNK] сер дал барьер предназнач для преобразован измерительн и управля электрическ сигнал и физическ величин сил и напряжен постоя ток электрическ сопротивлен постоя ток и частот импульс электрическ напряжен поступа от измерительн преобразовател управля устройств друг источник сигнал и передач [UNK] сигнал из одн част измерительн кана дал ик ил управля кана дал ук в друг,
2018-71252-18," Устройства  сбора  и  передачи  данных  MILUR  IC  04  (далее  по  тексту  -  УСПД) предназначены для измерений электрической энергии, мощности, коммерческого и технического, многотарифного  учета  энергоресурсов,  сбора,  обработки,  хранения,  отображения  и  передачи полученной информации, в том числе и по каналам GSM/GPRS. ",устройство сбор и передача данных далее по текст успд предназначить для измерение электрический энергия мощность коммерческий и технический [UNK] учёт энергоресурсы сбор обработка хранение отображение и передача получить информация в тот число и по канал,устройств сбор и передач дан дал по текст успд предназнач для измерен электрическ энерг мощност коммерческ и техническ многотарифн учет энергоресурс сбор обработк хранен отображен и передач получен информац в том числ и по канал,
2018-71294-18, Спектрометры  оптико-эмиссионные  портативные  Q4  MOBILE  (далее - спектрометры) предназначены для измерения массовой доли элементов в металлах и сплавах в соответствии с аттестованными методами (методика) измерений (при использовании в сфере государственного регулирования обеспечения единства измерений). ,спектрометр [UNK] [UNK] [UNK] далее спектрометр предназначить для измерение массовый доля элемент в металл и сплав в соответствие с аттестованными метод методика измерение при использование в сфера государственный регулирование обеспечение [UNK] измерение,спектрометр [UNK] [UNK] портативн дал спектрометр предназнач для измерен массов дол элемент в металл и сплав в соответств с аттестова метод методик измерен при использован в сфер государствен регулирован обеспечен [UNK] измерен,
2018-71378-18," Анализаторы  общего  содержания  серы  и  хлора  ТОХ-300  (далее  -  анализаторы) предназначены для измерения содержания общей серы, общего (ОХ) и органически связанного (ООХ)  хлора,  в  том  числе  адсорбируемые  (АОХ)  и  выдуваемые  (РОХ)  хлорорганические соединения,  в  твердых,  жидких  и  газообразных  пробах  природного  и  техногенного происхождения по специально разработанным методикам измерений. ",анализатор общий содержание сера и хлор [UNK] далее анализатор предназначить для измерение содержание общий сера общий [UNK] и [UNK] связать [UNK] хлор в тот число [UNK] [UNK] и [UNK] [UNK] [UNK] соединение в твёрдый жидкий и газообразный проба природный и [UNK] происхождение по [UNK] [UNK] методикам измерение,анализатор общ содержан сер и хлор [UNK] дал анализатор предназнач для измерен содержан общ сер общ [UNK] и органическ связа [UNK] хлор в том числ [UNK] [UNK] и [UNK] [UNK] [UNK] соединен в тверд жидк и газообразн проб природн и [UNK] происхожден по [UNK] [UNK] методик измерен,химические анализаторы
2018-71432-18," Газоанализаторы  с  открытым  оптическим  трактом  Senscient  ELDS 1000,  ELDS 2000 предназначены для измерений: - интегральной  концентрации  горючих  (метана  или  этилена)  и  вредных  (фторид водорода,  хлорид  водорода,  аммиак,  сероводород)  газов,  а  также  диоксида  углерода  вдоль открытого оптического пути; - довзрывоопасной концентрации метана в газоходе (исполнения Cross Duct XD, XC, VZ), в  воздухе  и  различных  технологических  средах  и  передачи  измерительной  информации внешним устройствам. ",газоанализатор с открытый оптический тракт предназначить для измерение интегральный концентрация горючий метан или [UNK] и вредный [UNK] водород [UNK] водород аммиак сероводород газ а также диоксид углерод [UNK] открытый оптический путь довзрывоопасной концентрация метан в [UNK] исполнение в воздух и различный технологический средах и передача измерительный информация внешний устройство,газоанализатор с открыт оптическ тракт предназнач для измерен интегральн концентрац горюч мета ил [UNK] и вредн [UNK] водород [UNK] водород аммиак сероводород газ а такж диоксид углерод [UNK] открыт оптическ пут довзрывоопасн концентрац мета в [UNK] исполнен в воздух и различн технологическ сред и передач измерительн информац внешн устройств,газоанализаторы
2018-71532-18,"  Комплексы  для  измерений  габаритных  размеров  APACHE  conveyor  conv8  (далее  -  комплексы)  предназначены  для  измерений  габаритных  размеров  объектов,  проходящих  по  ленточным, роликовым конвейерам или сортировщикам. ",комплекс для измерение габаритный размер далее комплекс предназначить для измерение габаритный размер объект проходить по [UNK] [UNK] [UNK] или [UNK],комплекс для измерен габаритн размер дал комплекс предназнач для измерен габаритн размер объект проходя по [UNK] [UNK] [UNK] ил [UNK],
2018-71690-18, Блоки  регистрации  электрических  сигналов  БРХВ  (далее  -  БРХВ)  предназначены  для измерений амплитуды напряжения при регистрации ходовых вибрационных процессов.  ,блок регистрация электрический сигнал [UNK] далее [UNK] предназначить для измерение [UNK] напряжение при регистрация [UNK] вибрационный процесс,блок регистрац электрическ сигнал [UNK] дал [UNK] предназнач для измерен амплитуд напряжен при регистрац [UNK] вибрацион процесс,
2018-71787-18," Трансформаторы  тока  ТВ-220  (далее -  трансформаторы  тока)  предназначены  для передачи  сигнала  измерительной  информации  приборам  измерения,  защиты,  автоматики, сигнализации и управления в электрических цепях переменного тока частотой 50 Гц. ",трансформатор ток [UNK] далее трансформатор ток предназначить для передача сигнал измерительный информация прибор измерение защита автоматика сигнализация и управление в электрический цепь переменный ток частота гц,трансформатор ток [UNK] дал трансформатор ток предназнач для передач сигна измерительн информац прибор измерен защит автоматик сигнализац и управлен в электрическ цеп перемен ток частот гц,трансформаторы
2018-71788-18," Трансформаторы  тока  ТФНД-220-I  (далее -  трансформаторы  тока)  предназначены  для передачи  сигнала  измерительной  информации  приборам  измерения,  защиты,  автоматики, сигнализации и управления в электрических цепях переменного тока частотой 50 Гц. ",трансформатор ток [UNK] далее трансформатор ток предназначить для передача сигнал измерительный информация прибор измерение защита автоматика сигнализация и управление в электрический цепь переменный ток частота гц,трансформатор ток [UNK] дал трансформатор ток предназнач для передач сигна измерительн информац прибор измерен защит автоматик сигнализац и управлен в электрическ цеп перемен ток частот гц,трансформаторы
2018-71795-18," Система  автоматизированная  информационно-измерительная  коммерческого  учета электроэнергии  АИИС  КУЭ  ЕНЭС  ПС 220  кВ  Сорочинская  (далее  по  тексту -  АИИС  КУЭ) предназначена  для  измерения  активной  и  реактивной  электроэнергии,  сбора,  обработки, хранения и передачи полученной информации. ",система автоматизировать информационно измерительный коммерческий учёт электроэнергия аиис куэ енэс пс кв [UNK] далее по текст аиис куэ предназначить для измерение активный и реактивный электроэнергия сбор обработка хранение и передача получить информация,систем автоматизирова информацион измерительн коммерческ учет электроэнерг аиис куэ енэс пс кв [UNK] дал по текст аиис куэ предназнач для измерен активн и реактивн электроэнерг сбор обработк хранен и передач получен информац,коммерческий учет электроэнергии 2
2018-71873-18," Аппаратно-программные  комплексы  оценки  характеристик  комплексированной  навига-ционной  аппаратуры  (далее -  АПК-КНАП)  предназначены  для  формирования  радиочастотных навигационных сигналов спутниковых навигационных систем (СНС) ГЛОНАСС, GPS, Galileo, BeiDou, QZSS,  широкозонной  дифференциальной подсистемы  (ШДПС) SBAS  и  данных инер-циальных навигационных систем (ИНС). ",аппаратно программный комплекс оценка характеристика [UNK] [UNK] [UNK] аппаратура далее [UNK] [UNK] предназначить для формирование [UNK] навигационный сигнал спутниковый навигационный система [UNK] глонасс [UNK] дифференциальный [UNK] [UNK] и данных [UNK] [UNK] навигационный система [UNK],аппаратн программн комплекс оценк характеристик [UNK] [UNK] [UNK] аппаратур дал [UNK] [UNK] предназнач для формирован [UNK] навигацион сигнал спутников навигацион сист [UNK] глонасс [UNK] дифференциальн [UNK] [UNK] и дан [UNK] [UNK] навигацион сист [UNK],
2018-72148-18," Дефектоскопы  ультразвуковые NOVOTEST дефектоскопы) предназначены  для  измерений  глубины  залегания,  координат  и  эквивалентного  размера дефектов,  толщины  изделий,  отношения  амплитуд  отраженных  от  дефектов  сигналов  при технологическом контроле продукции в различных отраслях промышленности. (далее – УД3701 ",дефектоскоп ультразвуковой дефектоскоп предназначить для измерение глубина [UNK] координата и эквивалентный размер дефект толщина изделие отношение [UNK] [UNK] от дефект сигнал при технологический контроль продукция в различный отрасль промышленность далее [UNK],дефектоскоп ультразвуков дефектоскоп предназнач для измерен глубин [UNK] координат и эквивалентн размер дефект толщин издел отношен амплитуд отражен от дефект сигнал при технологическ контрол продукц в различн отрасл промышлен дал [UNK],
2018-72200-18," Машины  для  испытаний  материалов  универсальные Tiratest  ( далее –  машины) предназначены  для  измерений  силы  и  деформации  образцов  при  механических  испытаниях пластмасс, металлов, композиционных материалов и других материалов на растяжение, сжатие и изгиб. ",машина для испытание материал универсальные далее машина предназначить для измерение сила и деформация образец при механический испытание [UNK] металл [UNK] материал и других материал на растяжение сжатие и изгиб,машин для испытан материал универсальн дал машин предназнач для измерен сил и деформац образц при механическ испытан пластмасс металл [UNK] материал и друг материал на растяжен сжат и изгиб,испытание образцов
